race,sex,age,age_cat,decile_score,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,0,30,1,2,0,0,0,0,-2.0,1,0,0,0,0
1,1,45,2,3,0,0,0,3,-1.0,1,1,0,92,1
0,0,24,0,4,0,0,0,2,-1.0,0,0,0,1,0
1,1,31,1,8,0,0,0,4,0.0,0,1,2,29,1
1,1,56,2,1,0,0,0,0,-1.0,1,0,0,0,0
0,1,24,0,10,0,4,0,14,-1.0,0,1,2,180,1
0,1,38,1,6,0,0,0,11,-1.0,0,0,1,18,0
0,1,51,2,9,0,0,0,22,-1.0,0,1,2,34,1
1,1,22,0,3,0,0,0,0,-1.0,0,0,0,0,0
0,1,28,1,8,0,0,0,5,-1.0,1,0,2,1,0
0,1,47,2,8,0,0,1,19,-1.0,0,1,2,212,1
0,1,51,2,4,0,0,0,0,-1.0,1,1,0,30,1
1,1,25,1,3,0,0,0,1,0.0,1,0,0,42,0
0,1,30,1,1,0,0,0,0,-1.0,0,0,0,2,0
1,1,33,1,6,0,0,0,0,0.0,0,1,1,0,1
0,1,35,1,4,0,0,0,5,-1.0,0,1,0,225,1
0,0,33,1,2,0,0,0,0,-1.0,0,0,0,1,0
1,0,33,1,7,0,0,0,1,-1.0,0,0,1,84,0
0,1,27,1,7,0,0,0,2,-1.0,0,1,1,132,1
0,0,29,1,7,0,0,0,9,-1.0,0,1,1,14,1
0,1,24,0,10,0,0,3,3,-1.0,0,1,2,44,1
0,1,43,1,9,0,0,0,5,-1.0,0,0,2,0,0
0,1,37,1,7,0,0,0,11,-1.0,1,1,1,0,1
0,1,53,2,7,0,0,0,13,-1.0,0,0,1,91,0
0,1,26,1,8,0,0,0,4,0.0,0,1,2,0,1
1,0,30,1,3,0,0,0,1,-27.0,1,0,0,0,0
0,1,27,1,7,0,0,0,6,0.0,0,1,1,1,1
1,1,39,1,5,0,0,0,9,-1.0,0,1,1,1,1
1,1,37,1,4,0,0,0,4,0.0,1,1,0,0,1
1,1,22,0,10,0,0,0,3,0.0,1,1,2,10,1
1,1,25,1,6,0,0,0,0,-1.0,0,0,1,2,0
1,0,28,1,6,0,0,0,0,-2.0,1,0,1,0,0
0,1,25,1,5,0,0,0,0,-1.0,1,1,1,1,1
1,1,58,2,1,0,0,0,1,-1.0,0,0,0,3,0
1,0,29,1,5,0,0,0,1,-2.0,1,1,1,2,1
0,1,33,1,5,0,0,0,8,0.0,0,0,1,2,0
0,1,38,1,1,0,0,0,0,-1.0,0,0,0,1,0
1,1,38,1,3,0,0,0,2,-21.0,0,0,0,19,0
0,1,59,2,6,0,0,0,22,-1.0,0,1,1,69,1
1,1,53,2,2,0,0,0,0,-1.0,1,1,0,3,1
0,1,33,1,8,0,0,0,2,-1.0,0,1,2,0,1
1,1,58,2,1,0,0,0,1,-1.0,1,0,0,0,0
1,1,53,2,4,0,0,0,2,-1.0,0,0,0,40,0
1,1,32,1,6,0,0,0,0,-1.0,1,1,1,17,1
0,1,35,1,8,0,0,0,6,-1.0,0,1,2,10,1
1,1,39,1,1,0,0,0,1,-1.0,0,0,0,1,0
1,0,42,1,4,0,0,0,5,-1.0,1,1,0,6,1
0,1,37,1,2,0,0,0,0,-1.0,1,0,0,0,0
1,1,39,1,1,0,0,0,0,-1.0,0,0,0,3,0
1,0,52,2,1,0,0,0,3,-25.0,1,0,0,0,0
1,1,42,1,1,0,0,0,4,-1.0,0,1,0,17,1
0,1,23,0,6,0,0,0,6,0.0,0,1,1,1,1
0,0,42,1,1,0,0,0,0,-1.0,1,1,0,0,1
0,1,28,1,4,0,0,0,5,0.0,0,0,0,0,0
1,1,38,1,5,0,0,0,12,-1.0,0,0,1,0,0
0,0,43,1,2,0,0,0,2,-1.0,0,1,0,1,1
0,1,42,1,5,0,0,0,0,-1.0,0,0,1,0,0
1,0,25,1,3,0,0,0,0,-1.0,1,0,0,0,0
0,1,32,1,9,0,0,0,7,0.0,0,1,2,37,1
0,1,21,0,6,0,0,0,0,0.0,0,1,1,0,1
1,0,35,1,5,0,0,0,1,-30.0,1,0,1,28,0
1,1,37,1,5,0,0,0,0,-1.0,0,0,1,126,0
0,0,33,1,2,0,0,0,2,0.0,0,0,0,0,0
1,0,51,2,3,0,0,0,4,-11.0,0,0,0,8,0
1,1,39,1,4,0,0,0,3,-1.0,0,1,0,2,0
0,1,40,1,7,0,0,0,3,-1.0,0,0,1,13,0
0,1,32,1,8,0,0,0,17,0.0,0,1,2,0,1
1,1,32,1,6,0,0,0,3,0.0,0,1,1,-1,1
0,1,32,1,6,0,0,0,10,-1.0,0,1,1,0,1
1,1,47,2,3,0,0,0,5,0.0,1,1,0,0,1
1,0,23,0,7,0,0,0,0,-1.0,1,0,1,0,0
1,1,63,2,4,0,0,0,10,0.0,0,1,0,2,1
0,1,38,1,9,0,1,0,16,-1.0,0,1,2,241,1
0,1,32,1,5,0,0,0,6,-1.0,1,1,1,2,1
0,1,31,1,8,0,0,0,4,-1.0,0,1,2,24,1
0,1,23,0,3,0,0,0,0,0.0,0,0,0,1,0
1,0,47,2,1,0,0,0,0,-3.0,1,0,0,0,0
1,1,33,1,8,0,0,0,1,-1.0,0,1,2,10,1
1,1,22,0,4,0,0,0,1,-11.0,0,1,0,8,0
1,1,40,1,1,0,0,0,0,-1.0,1,1,0,0,1
0,1,36,1,7,10,0,0,14,-1.0,0,1,1,173,1
1,0,65,2,1,0,0,0,0,0.0,1,0,0,1,0
0,0,22,0,3,0,0,0,0,-1.0,1,0,0,1,0
1,0,26,1,3,0,0,0,4,-2.0,0,1,0,0,1
1,1,52,2,9,0,0,0,2,0.0,0,1,2,4,1
0,1,34,1,1,0,0,0,5,-1.0,0,0,0,4,0
0,1,33,1,1,0,0,0,1,-1.0,1,1,0,1,1
0,1,21,0,7,0,1,2,1,-1.0,0,0,1,0,0
0,1,46,2,4,0,0,0,9,-1.0,0,0,0,5,0
1,1,57,2,4,0,0,0,1,-1.0,1,0,0,1,0
0,1,22,0,3,0,0,1,2,0.0,0,1,0,0,1
1,0,48,2,1,0,0,0,1,-1.0,1,1,0,1,1
0,1,40,1,5,0,0,0,21,-1.0,0,0,1,29,0
0,0,30,1,2,0,0,0,1,-1.0,0,0,0,0,0
1,1,21,0,7,0,1,0,4,-1.0,1,1,1,33,1
0,0,39,1,10,0,2,0,22,-1.0,0,1,2,3,1
1,0,33,1,6,0,0,0,0,-1.0,1,1,1,1,1
0,1,24,0,3,0,0,0,0,0.0,0,0,0,-1,0
0,1,43,1,1,0,0,0,0,-1.0,0,1,0,1,1
1,0,45,2,1,0,0,0,0,0.0,1,0,0,1,0
0,1,51,2,3,0,0,0,3,-18.0,0,0,0,2,0
0,1,31,1,7,0,0,0,9,-1.0,1,1,1,0,1
1,1,27,1,2,0,0,0,0,-1.0,1,0,0,1,0
0,1,32,1,2,0,0,0,1,-1.0,0,0,0,0,0
1,1,49,2,1,0,0,0,0,-3.0,1,0,0,0,0
0,1,29,1,3,0,0,0,2,-1.0,0,0,0,27,0
0,1,23,0,6,0,1,0,2,-1.0,0,1,1,1,1
1,1,30,1,4,0,0,0,0,0.0,1,0,0,56,0
0,1,34,1,4,0,0,0,13,-1.0,0,1,0,0,1
0,1,33,1,6,0,0,0,4,0.0,0,0,1,-1,0
0,1,28,1,2,0,0,0,1,-1.0,1,0,0,1,0
0,1,29,1,8,0,0,0,1,-1.0,0,0,2,40,0
1,1,38,1,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,37,1,3,0,0,0,0,-1.0,0,0,0,0,0
1,0,33,1,1,0,0,0,0,-1.0,1,1,0,0,1
0,1,51,2,9,1,0,1,19,-1.0,0,0,2,13,0
0,1,65,2,5,0,0,0,7,-1.0,1,0,1,0,0
0,0,32,1,1,0,0,0,1,-1.0,1,0,0,0,0
1,1,38,1,7,0,0,0,5,-2.0,0,1,1,0,1
0,1,35,1,4,0,0,0,1,-1.0,0,0,0,0,0
1,1,57,2,1,0,0,0,1,-26.0,0,0,0,0,0
1,1,26,1,3,0,0,0,1,0.0,0,0,0,-1,0
0,0,36,1,6,2,0,0,4,-1.0,1,1,1,1,1
1,1,35,1,5,0,0,0,3,-1.0,0,1,1,1,1
0,1,33,1,1,0,0,0,0,-1.0,0,0,0,0,0
1,1,47,2,1,0,0,0,0,0.0,1,0,0,1,0
1,1,35,1,4,0,0,0,1,-15.0,1,1,0,4,1
0,0,36,1,3,0,0,0,1,-1.0,0,1,0,0,1
1,0,25,1,3,0,0,0,0,-1.0,1,0,0,0,0
1,1,51,2,3,0,0,0,6,0.0,0,1,0,2,1
0,1,24,0,8,0,0,4,8,-1.0,0,1,2,214,1
1,1,32,1,2,0,0,0,0,-1.0,0,1,0,0,1
0,1,43,1,7,0,0,0,8,-1.0,0,1,1,348,1
0,1,45,2,7,1,0,1,20,-1.0,1,1,1,46,0
0,1,42,1,5,0,0,0,10,-1.0,1,1,1,0,1
0,1,22,0,7,0,0,0,1,-1.0,0,1,1,6,1
0,1,49,2,4,0,0,0,4,-26.0,0,0,0,1,0
0,1,42,1,1,0,0,0,0,-3.0,0,1,0,33,1
1,1,40,1,8,0,0,0,0,-1.0,1,1,2,29,1
0,1,25,1,7,0,1,0,2,-1.0,0,1,1,0,1
1,1,25,1,5,0,0,0,0,-1.0,1,1,1,2,1
0,1,23,0,5,0,0,0,0,-1.0,0,0,1,2,0
1,1,21,0,7,0,0,0,2,-1.0,0,1,1,1,1
1,1,31,1,5,0,0,0,3,0.0,1,0,1,0,0
0,0,28,1,2,0,0,0,0,0.0,1,0,0,0,0
0,1,24,0,9,0,0,0,11,-1.0,0,1,2,51,1
1,1,45,2,1,0,0,0,0,0.0,0,0,0,37,0
0,1,23,0,4,0,0,0,2,-1.0,1,1,0,1,1
0,1,39,1,8,0,0,0,7,0.0,0,1,2,0,1
0,1,24,0,2,0,1,0,1,-1.0,0,0,0,0,0
1,1,46,2,1,0,0,0,1,-1.0,0,0,0,1,0
1,1,47,2,1,0,0,0,3,-1.0,0,0,0,2,0
0,1,22,0,4,0,0,1,1,-1.0,1,1,0,0,1
1,0,34,1,2,0,0,0,0,-2.0,1,0,0,1,0
1,1,33,1,1,0,0,0,0,0.0,1,1,0,0,1
0,1,29,1,10,0,0,1,16,-1.0,0,1,2,0,1
0,1,29,1,6,0,0,0,0,0.0,1,0,1,0,0
1,0,25,1,3,0,0,0,2,-1.0,1,1,0,0,1
1,1,34,1,6,0,0,0,16,-1.0,0,1,1,1,1
0,0,55,2,1,0,0,0,1,-1.0,0,0,0,0,0
0,1,27,1,4,0,0,0,0,-1.0,0,1,0,0,1
0,1,26,1,3,0,0,0,0,-1.0,1,0,0,1,0
0,1,39,1,9,2,2,1,19,-1.0,0,1,2,179,1
0,1,24,0,7,0,0,0,1,0.0,0,0,1,0,0
1,1,29,1,2,0,0,0,0,0.0,1,0,0,0,0
0,1,50,2,1,0,0,0,13,0.0,0,1,0,242,1
0,1,31,1,5,0,0,0,4,-12.0,0,1,1,2,1
1,1,26,1,6,1,0,0,2,-1.0,0,1,1,0,0
1,1,54,2,2,0,0,0,2,0.0,0,0,0,97,0
0,1,33,1,8,0,0,0,14,-1.0,0,1,2,0,1
0,1,22,0,4,0,0,0,0,-1.0,1,1,0,0,1
0,1,35,1,9,0,1,0,8,0.0,0,1,2,239,0
0,1,25,1,2,0,0,0,0,-1.0,0,0,0,0,0
0,1,25,1,5,0,0,0,0,0.0,0,0,1,0,0
0,1,44,1,2,0,0,0,0,-1.0,0,1,0,0,1
1,0,29,1,7,0,0,0,2,-1.0,0,1,1,8,1
1,1,46,2,3,0,0,0,2,-23.0,0,1,0,2,1
1,1,53,2,1,0,0,0,0,0.0,1,0,0,4,0
0,1,24,0,7,0,0,0,2,-1.0,0,1,1,1,1
0,0,52,2,1,0,0,0,2,-1.0,0,1,0,1,1
0,1,27,1,2,0,0,0,0,-1.0,1,1,0,0,1
1,1,41,1,1,0,0,0,0,-1.0,0,0,0,1,0
0,0,21,0,5,0,0,0,0,-2.0,0,1,1,0,1
1,1,24,0,4,0,0,0,1,0.0,0,0,0,0,0
1,1,23,0,2,0,0,0,0,-1.0,1,0,0,0,0
0,1,42,1,1,0,0,0,0,-1.0,0,0,0,1,0
0,1,24,0,8,5,0,0,5,-1.0,0,1,2,1,1
0,1,26,1,8,0,0,0,4,-1.0,0,1,2,0,1
1,1,50,2,3,0,0,0,9,-1.0,0,1,0,424,1
0,0,32,1,6,0,0,0,3,-1.0,1,0,1,1,0
0,1,40,1,9,0,0,0,13,-1.0,0,0,2,1,0
0,1,27,1,3,0,0,0,2,0.0,0,0,0,0,0
1,1,23,0,9,0,0,0,0,-1.0,0,1,2,0,1
0,1,37,1,9,0,0,0,22,-1.0,1,1,2,1,1
0,1,32,1,4,0,0,0,1,-1.0,1,1,0,3,1
1,1,52,2,3,0,0,0,4,-1.0,1,1,0,1,1
1,1,29,1,2,0,0,0,2,-1.0,0,0,0,3,0
0,1,49,2,1,0,0,0,0,0.0,1,0,0,0,0
1,1,50,2,1,0,0,0,0,-2.0,0,0,0,2,0
1,1,26,1,2,0,0,0,2,0.0,0,1,0,-1,1
1,0,34,1,8,0,0,0,0,-1.0,0,1,2,31,1
1,0,28,1,7,0,0,0,1,-1.0,0,1,1,9,0
0,1,30,1,3,0,0,0,0,0.0,0,1,0,0,1
0,1,24,0,4,0,0,0,3,-1.0,0,1,0,1,1
0,1,25,1,2,0,0,0,0,0.0,1,1,0,0,1
0,1,25,1,3,0,0,0,4,-1.0,1,1,0,9,1
1,1,45,2,1,0,0,0,2,-1.0,0,0,0,0,0
1,1,26,1,7,0,0,0,1,-1.0,0,1,1,3,1
1,1,40,1,1,0,0,0,2,-1.0,1,0,0,1,0
0,1,21,0,7,0,0,0,1,-15.0,0,1,1,15,1
1,1,55,2,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,22,0,3,0,0,0,1,-1.0,0,1,0,0,1
0,0,23,0,3,0,0,0,1,-6.0,0,0,0,0,0
1,1,57,2,4,0,0,0,9,-1.0,0,1,0,58,1
1,1,33,1,3,0,0,0,0,-2.0,1,1,0,0,1
1,1,32,1,1,0,0,0,2,0.0,0,0,0,1,0
1,1,47,2,2,0,0,0,3,-1.0,0,0,0,13,0
1,1,51,2,1,0,0,0,6,11.0,1,1,0,18,1
0,1,22,0,6,0,1,0,1,-1.0,0,0,1,1,0
1,1,47,2,1,0,0,0,2,-1.0,0,0,0,1,0
1,1,28,1,1,0,0,0,1,-21.0,0,1,0,0,1
0,1,28,1,8,0,0,0,5,-1.0,0,0,2,34,0
1,0,44,1,1,0,0,0,1,0.0,1,1,0,6,1
0,1,25,1,4,0,0,0,0,0.0,0,1,0,2,1
0,1,34,1,2,0,0,0,4,-1.0,1,0,0,0,0
1,1,65,2,1,0,0,0,0,0.0,1,0,0,0,0
1,1,33,1,6,0,0,0,5,0.0,0,1,1,119,1
1,0,23,0,3,0,0,0,0,-1.0,1,0,0,0,0
1,0,44,1,1,0,0,0,0,-2.0,1,0,0,0,0
0,1,24,0,3,0,0,0,1,-1.0,1,0,0,0,0
1,1,51,2,2,0,0,0,1,-1.0,1,0,0,1,0
0,0,21,0,8,0,0,0,0,-1.0,0,1,2,1,1
1,1,39,1,6,0,0,0,6,-1.0,0,0,1,0,0
0,1,29,1,8,0,0,0,29,-1.0,0,1,2,5,1
1,1,24,0,6,0,0,0,1,-5.0,0,0,1,0,0
0,0,23,0,5,0,0,0,0,-1.0,0,1,1,2,1
0,1,31,1,10,0,0,2,11,0.0,0,1,2,-1,1
0,0,35,1,2,0,0,0,0,-1.0,1,0,0,0,0
0,0,39,1,6,0,0,0,4,-3.0,0,0,1,3,0
1,1,51,2,1,0,0,0,0,-1.0,1,0,0,1,0
1,1,22,0,7,0,0,1,1,-1.0,0,0,1,236,0
1,1,29,1,2,0,0,0,2,-24.0,0,0,0,22,0
1,1,32,1,2,0,0,0,6,-1.0,0,1,0,2,1
1,1,33,1,4,0,0,0,3,-16.0,1,1,0,11,1
1,1,58,2,3,0,0,0,5,-1.0,0,1,0,1,1
0,1,33,1,9,0,0,0,2,-1.0,0,1,2,28,1
0,1,48,2,4,0,0,0,10,0.0,0,0,0,175,0
0,1,23,0,8,0,0,0,0,-1.0,1,0,2,3,0
1,1,23,0,7,0,0,0,2,-1.0,0,1,1,15,1
0,1,29,1,9,0,0,0,0,-1.0,1,1,2,1,1
1,1,48,2,1,0,0,0,2,-1.0,0,0,0,0,0
1,1,37,1,4,0,0,0,4,-1.0,1,1,0,82,1
1,1,50,2,3,0,0,0,3,-1.0,0,0,0,14,0
0,1,19,0,8,0,0,0,3,-1.0,0,1,2,1,1
0,1,49,2,3,2,0,0,13,-1.0,0,0,0,0,0
1,1,58,2,5,0,0,0,2,-1.0,0,0,1,5,0
0,1,31,1,8,0,0,0,6,0.0,0,0,2,0,0
0,1,23,0,7,0,0,2,1,-1.0,1,0,1,0,0
0,0,23,0,3,0,0,0,0,0.0,0,1,0,0,1
1,1,31,1,8,0,0,0,17,-1.0,0,1,2,1,1
1,1,57,2,2,0,0,0,6,-23.0,0,0,0,1,0
1,0,31,1,2,0,0,0,0,-3.0,1,0,0,0,0
0,1,57,2,6,0,0,0,19,-1.0,0,0,1,3,0
1,1,57,2,5,0,0,0,12,0.0,1,0,1,3,0
0,1,29,1,7,0,0,0,6,-1.0,1,1,1,0,1
0,1,30,1,1,0,0,0,0,0.0,1,1,0,0,1
0,1,45,2,3,0,0,0,11,-1.0,0,0,0,0,0
1,1,42,1,5,0,0,0,0,0.0,0,0,1,0,0
0,1,29,1,8,0,2,0,12,0.0,0,1,2,12,1
1,0,28,1,2,0,0,0,0,-1.0,0,0,0,0,0
0,1,25,1,2,0,0,0,1,-1.0,1,1,0,1,1
1,0,34,1,5,0,0,0,3,-1.0,1,0,1,10,0
0,1,27,1,2,0,0,0,0,-1.0,0,0,0,1,0
0,1,39,1,4,0,0,0,4,0.0,0,0,0,40,0
0,1,27,1,5,0,0,0,4,-1.0,0,1,1,50,1
1,1,30,1,10,0,0,1,7,-1.0,0,1,2,0,1
0,1,31,1,10,3,0,1,15,-1.0,1,1,2,4,1
0,1,20,0,9,0,0,1,1,-1.0,1,1,2,0,1
1,1,26,1,9,0,0,0,2,-1.0,0,1,2,0,1
1,1,34,1,1,0,0,0,0,-1.0,0,1,0,1,1
1,1,27,1,2,0,0,0,0,-1.0,1,0,0,0,0
0,1,29,1,2,0,0,0,4,-1.0,0,1,0,1,0
0,1,27,1,6,0,0,0,7,-1.0,0,0,1,4,0
1,0,24,0,8,0,0,0,0,-1.0,0,0,2,1,0
0,1,29,1,5,0,0,0,0,-1.0,0,1,1,0,1
1,1,20,0,3,0,0,0,0,-1.0,0,0,0,0,0
1,0,23,0,3,0,0,0,0,-1.0,0,0,0,0,0
0,0,48,2,1,0,0,0,0,0.0,1,0,0,0,0
0,1,34,1,1,0,0,0,0,0.0,1,1,0,0,1
0,1,46,2,6,0,0,0,1,-1.0,1,1,1,1,1
1,0,41,1,5,0,0,0,3,-1.0,0,0,1,1,0
0,1,26,1,6,0,0,0,3,-1.0,0,1,1,0,1
0,1,37,1,8,0,0,0,11,-1.0,0,1,2,1,1
1,0,22,0,3,0,0,0,2,-1.0,0,0,0,0,0
0,1,32,1,1,0,0,0,7,-1.0,0,0,0,0,0
0,1,44,1,1,0,0,0,0,-1.0,1,0,0,2,0
0,1,60,2,1,0,0,0,3,-1.0,1,0,0,0,0
1,1,49,2,1,0,0,0,0,0.0,0,0,0,-1,0
0,1,30,1,4,0,0,0,10,0.0,1,1,0,1,1
1,1,52,2,1,0,0,0,0,-1.0,0,0,0,1,0
0,1,34,1,10,0,0,0,0,-1.0,0,0,2,1,0
0,1,55,2,4,0,0,0,5,-1.0,0,1,0,3,1
0,1,33,1,7,0,0,0,0,-1.0,1,0,1,0,0
0,1,22,0,6,0,0,0,0,-1.0,0,1,1,0,1
0,0,27,1,2,0,0,0,0,0.0,1,0,0,1,0
0,1,20,0,5,0,0,2,0,-1.0,0,1,1,0,1
1,1,33,1,2,0,0,0,0,-1.0,0,0,0,53,0
0,1,26,1,2,0,0,0,0,-1.0,1,0,0,2,0
0,1,29,1,5,0,0,0,0,-1.0,1,0,1,1,0
0,1,32,1,3,0,0,0,1,0.0,1,0,0,0,0
1,1,37,1,1,0,0,0,4,0.0,1,0,0,0,0
0,1,31,1,10,0,0,0,15,0.0,0,0,2,104,0
0,1,29,1,8,0,0,0,6,-1.0,0,1,2,0,1
0,1,31,1,4,0,0,0,6,0.0,0,0,0,41,0
1,0,36,1,3,0,0,0,2,-1.0,0,0,0,1,0
0,0,37,1,1,0,0,0,1,-11.0,0,0,0,8,0
1,1,34,1,2,0,0,0,5,-1.0,1,1,0,6,1
1,1,20,0,5,0,0,0,1,-1.0,1,1,1,1,1
1,1,24,0,9,0,0,2,8,-1.0,0,1,2,35,1
0,1,29,1,9,0,1,0,8,-1.0,1,1,2,0,1
0,0,45,2,1,0,0,0,1,-4.0,0,0,0,2,0
1,1,34,1,7,0,0,0,2,-1.0,0,1,1,0,1
0,1,70,2,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,23,0,9,1,0,0,4,-1.0,0,0,2,3,0
1,1,27,1,4,0,0,0,5,-12.0,1,0,0,2,0
1,1,44,1,6,0,0,0,6,-1.0,0,1,1,118,1
0,1,26,1,5,0,0,0,0,-1.0,1,0,1,0,0
1,0,23,0,6,0,0,0,2,-1.0,1,0,1,0,0
0,1,27,1,9,0,0,0,3,-1.0,0,1,2,7,1
1,0,46,2,2,0,0,0,1,-1.0,0,1,0,25,0
0,0,27,1,5,1,0,0,1,0.0,0,0,1,26,0
1,1,45,2,2,0,0,0,7,-1.0,0,0,0,1,0
0,1,42,1,5,0,0,0,1,-12.0,1,0,1,7,0
1,0,24,0,5,0,1,0,3,-1.0,1,1,1,0,1
0,1,20,0,8,1,1,1,2,-1.0,0,1,2,2,1
1,1,49,2,4,0,0,0,3,0.0,0,0,0,0,0
1,0,52,2,1,0,0,0,1,-8.0,0,0,0,3,0
0,1,26,1,3,0,0,0,1,-1.0,1,1,0,7,0
0,1,53,2,1,0,0,0,15,-1.0,0,1,0,80,1
0,1,38,1,8,0,0,0,0,-1.0,1,1,2,749,1
0,1,25,1,6,0,0,0,1,0.0,0,0,1,-1,0
0,1,21,0,10,1,0,0,1,-1.0,0,1,2,5,1
0,1,48,2,1,0,0,0,0,0.0,1,0,0,1,0
0,1,22,0,4,0,0,0,0,-1.0,0,1,0,0,1
1,1,38,1,2,0,0,0,2,0.0,1,0,0,28,0
1,0,44,1,1,0,0,0,0,-1.0,1,1,0,0,1
1,1,64,2,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,38,1,5,0,0,0,5,-18.0,1,1,1,0,1
0,1,49,2,5,0,0,0,1,-1.0,0,0,1,5,0
0,1,51,2,1,0,0,0,3,-1.0,0,0,0,3,0
0,1,50,2,1,0,0,0,0,0.0,0,0,0,0,0
1,1,33,1,2,0,2,0,2,-22.0,1,0,0,21,0
1,0,54,2,1,0,0,0,0,-1.0,1,0,0,29,0
0,1,42,1,7,0,0,0,17,-1.0,1,1,1,51,1
1,1,34,1,1,0,0,0,3,-1.0,0,0,0,1,0
1,1,38,1,3,0,0,0,2,-1.0,0,1,0,9,1
0,1,21,0,9,0,0,0,1,-1.0,0,1,2,1,1
0,1,33,1,4,0,0,0,5,0.0,0,0,0,-1,0
0,1,32,1,7,0,0,1,9,-1.0,1,1,1,23,1
1,1,45,2,1,0,0,0,1,0.0,1,0,0,1,0
1,1,30,1,8,0,0,0,1,-1.0,0,1,2,33,1
0,0,29,1,10,0,0,0,0,-1.0,0,0,2,1,0
1,0,51,2,1,0,0,0,0,-1.0,1,1,0,7,1
0,0,28,1,3,0,0,0,0,-1.0,0,0,0,0,0
1,1,27,1,3,0,0,0,1,-1.0,0,0,0,0,0
0,0,30,1,2,0,0,0,0,0.0,0,0,0,-1,0
0,1,32,1,7,0,0,0,0,-1.0,1,0,1,1,0
1,1,27,1,4,0,0,0,5,-1.0,0,0,0,0,0
0,1,21,0,5,0,0,0,0,-1.0,0,0,1,1,0
1,0,34,1,3,0,0,0,0,-1.0,0,1,0,62,1
0,1,24,0,9,0,0,0,7,-1.0,0,1,2,199,1
1,1,32,1,1,0,0,0,0,-1.0,1,0,0,19,0
1,0,38,1,6,0,0,0,5,-1.0,0,1,1,41,1
0,1,56,2,1,0,0,0,3,-28.0,1,0,0,14,0
0,0,44,1,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,31,1,5,0,0,0,1,-1.0,1,1,1,0,1
1,0,25,1,7,0,0,0,6,-1.0,0,0,1,24,0
0,0,20,0,5,0,0,0,0,-1.0,1,0,1,0,0
0,1,35,1,5,0,0,0,1,-1.0,1,0,1,1,0
0,1,33,1,4,0,0,0,1,-1.0,0,1,0,0,1
0,1,24,0,3,0,0,0,0,-1.0,1,0,0,1,0
0,1,27,1,9,0,0,0,9,0.0,0,1,2,0,1
0,1,38,1,5,0,0,0,9,-1.0,0,1,1,1,1
1,1,20,0,6,0,0,1,0,-1.0,0,1,1,1,1
0,1,30,1,3,0,0,0,9,-1.0,0,1,0,1,1
1,1,36,1,6,0,0,0,9,0.0,0,1,1,19,1
0,1,23,0,9,0,0,0,2,-1.0,1,1,2,7,1
0,1,39,1,10,0,0,0,21,-1.0,0,1,2,0,1
1,1,29,1,6,0,0,0,3,-1.0,0,1,1,0,1
1,1,58,2,1,0,0,0,2,-1.0,1,1,0,0,1
1,1,23,0,8,0,0,0,3,-1.0,1,1,2,26,1
0,0,68,2,2,0,0,0,5,-4.0,0,0,0,0,0
1,0,26,1,5,0,0,0,2,0.0,1,0,1,0,0
0,1,51,2,4,0,0,0,0,-1.0,0,1,0,1,1
0,1,25,1,2,0,0,0,0,-1.0,1,0,0,0,0
0,1,40,1,9,0,0,0,5,0.0,0,1,2,55,1
0,1,51,2,5,0,0,0,14,-11.0,0,0,1,7,0
0,1,27,1,5,0,0,0,2,-1.0,1,1,1,15,1
0,1,49,2,5,0,0,0,11,-1.0,1,1,1,32,1
0,1,20,0,3,0,0,0,0,-4.0,0,0,0,3,0
0,1,21,0,10,0,0,0,2,0.0,0,1,2,86,1
0,0,31,1,2,0,0,0,0,0.0,0,0,0,1,0
0,1,57,2,1,0,0,0,0,0.0,1,0,0,0,0
1,0,61,2,3,0,0,0,8,0.0,0,1,0,30,1
0,1,54,2,6,0,0,0,3,-1.0,0,1,1,2,1
1,1,39,1,3,0,0,0,0,-1.0,0,0,0,1,0
0,1,24,0,7,0,1,0,1,-1.0,0,0,1,33,0
0,1,48,2,9,0,0,1,8,-1.0,0,1,2,11,1
0,1,30,1,7,0,0,1,6,0.0,1,1,1,0,1
0,1,26,1,10,0,1,0,10,-1.0,0,1,2,1,1
0,1,37,1,9,0,0,0,12,0.0,0,1,2,0,1
0,1,26,1,6,0,0,0,4,0.0,0,1,1,45,1
0,1,29,1,10,0,0,0,7,0.0,1,1,2,8,1
0,1,26,1,6,0,0,0,1,-1.0,1,1,1,29,1
0,1,60,2,1,0,0,0,2,0.0,0,0,0,0,0
1,1,27,1,7,0,0,0,2,-1.0,0,1,1,0,1
1,1,22,0,6,0,0,1,1,-1.0,0,0,1,0,0
0,1,28,1,7,0,0,0,3,0.0,0,0,1,0,0
0,1,33,1,6,0,0,0,13,0.0,0,1,1,0,1
0,1,28,1,2,0,0,0,2,-1.0,0,1,0,125,0
1,1,55,2,1,0,0,0,0,-1.0,1,1,0,-1,1
0,1,21,0,8,0,1,0,6,-19.0,0,1,2,0,1
1,0,29,1,7,0,0,0,6,-2.0,0,1,1,67,1
0,1,24,0,8,0,0,0,2,0.0,1,1,2,49,1
